s.no,text,stanford_sentiment,stanford_qa
1566,"Ralph and I rebooted this meetup in April 2016. Since then we have put in a lot of our time/effort into making sure we bring value to this community through a diversity of events, speakers and topics. The fact we grew 3500+ people in 1 year is (I think) a testament to our success at trying to meet those goals.",positive,unpredcitable
1567,"That fast growth has also had its challenges. I know many of you are frustrated by not getting seats at events because the RSVP limits get met fast. 

We are working on a couple of solutions to solve this so please do help us out by giving us constructive ideas or coming up and speaking to us in person about issues or concerns you might have. 

If you have met or interacted with me, you will know that I am extremely open to conversations and ideas :-)",,
1568,"FInally:


We are a young, engaged and fast-growing meetup. We are trying to scale and bring on more people as we grow.  I am hugely committed to transparency - we try to be up front about how & why we do things. 

We want to have a way for everyone to get access to resources and benefit from limited perks. So we try to balance three criteria: early responses, regular attendance and personal context -- with 3500 people this is a true challenge but we are learning and improving on it.  


This is the start of year 2. We have big things planned. Thank you all for the support!",,
1569,"Since I have just landed to the USA, I am not the regular one to attend all the Events. But I will appreciate if you can allow me to kick start my journey with Google I/O Extended.",neutral,Q
1570,"Thanks again for all your time invested and help on updates/invites Nitya, look forward to the June I/O GDG NYC Chelsea Mkt see you then!",negative,unpredcitable
1571,when RSVP will be open?,neutral,Q
1572,"You can RSVP now and get on the waitlist. We will officially ""announce"" it and confirm RSVPs after our April meetup is done.",negative,unpredcitable
1573,Would have been nice if you posted this link here instead of just email :-( http://bit.ly/io-extended-2017-googlenyc,negative,unpredcitable
1574,"@Ron apologies for that - it was really short notice for us to send those names in so email was faster (posting to this only notifies those who have RSVP-ed while the email goes to all)


Also note that the two events are DIFFERENT. 

This one is the GDG NYC Extended event in Chelsea Market (happening after I/O)

The other was a Google NYC Extended event in the main building (happening during I/O)",negative,unpredcitable
1575,"OK, thx. Didn't realize it was 2 different events. Thx for the clarification.",negative,unpredcitable
1576,"Ivan, I believe there's a google IO event in Jersey going on that you can attend",negative,unpredcitable
1577,"This is an event to learn about the latest announcements from I/O but also to foster more connections within our community around these technologies.



If you are attending I/O in person -- or you know someone who is -- please take a minute to fill in (or have them fill in) this form and come do a lightning talk (5 mins or 10 mins) for us. Talks can be about technology recaps, about attendee experiences or about behind-the-scenes interactions (exhibits, office hours, dev interactions) that don't get captured on the livestream!!


CFP HERE
http://bit.ly/iox-2017-gdgnyc-cfp",,
1578,"Also note -- as usual all RSVPs will be added to the waitlist and we will start confirming folks a week or two before the event.

SPEAKERS WILL GET CONFIRMED FIRST so do  sign up to do a 5-minute talk :-)
http://bit.ly/iox-2017-gdgnyc-cfp",negative,unpredcitable
1579,"hi , i am from asia , we would plan to join he extended in new york city , we got 35 people   . need some help . please get in touch with me , xpertgroup.alwin@gmail.com",negative,unpredcitable
1580,"Angular Material & Flex-Layout by Nehal Ahmed 
https://youtu.be/g1DLqR2Yguo

A Friendly Introduction to TypeScript by Dan Fusaro
https://youtu.be/zd0LjM_Ny-E",negative,unpredcitable
1581,"Oh, did you make a powerpoint of the last meeting which was in intro to angular for beginners?",neutral,Q
1582,"Here are some of them

Angular CLI by Michael Solati
https://drive.google.com/file/d/0BwFzcX-mmCuDX0dTdTlsZjFPcjg/view?usp=drivesdk


Ionic by Marc Auport
http://ionicframework.com/present-ionic


TypeScript by Dan Fusaro
https://drive.google.com/file/d/0BwFzcX-mmCuDZURPU2tvaEV2ZUk/view?usp=drivesdk",negative,unpredcitable
1583,when is the next meeting that will be an intro for beginners?,neutral,Q
1584,probably around october,neutral,unpredcitable
1585,"Building hybrid apps with Angular and Ionic by Marc Auport

https://youtu.be/Tagh-DaZsSk",negative,unpredcitable
1586,"Your First App In Angular by Michael Solati
https://youtu.be/eFSXlVAP_Wc",neutral,unpredcitable
1587,Good to know how to use Angular,positive,unpredcitable
1588,Hi! just moved to NYC. Will there be another beginners group coming up in the next month?,negative,Q
1589,"Yes, definitely",neutral,unpredcitable
1590,Awesome!! I'll be there!,positive,unpredcitable
1591,Welcome Jerry!!,positive,unpredcitable
1592,"It was great! Very informative lightning talks. Especially liked the ionic demonstration. The Q and A was also very good too, and gave me a reason as to why, as a new front end developer, I should learn angular.",positive,unpredcitable
1593,"Q&A session by Stephen Fluin - Dev rel from Angular team

https://youtu.be/7Oj4fovwr50",negative,unpredcitable
1594,I learned a lot. Great speakers and topics!,positive,unpredcitable
1595,Had lots of fun!,positive,unpredcitable
1596,"Awesome! Thanks guys, hope to see you soon ;-)",positive,unpredcitable
1597,Excellent event! Where/when can we find the videos?,positive,Q
1598,"I got 9 videos on my camera -- I'm not sure how many videos the other camera was able to pick up. I'll process and edit them this weekend, and then we should put them up on the WWC youtube. I'll post here when we do.",,
1599,"I have a couple on my camera and a few on my phone. There were 1 or 2 talks we missed due to technical difficulties, so apologies to those folks!",,
1600,This was so great!!!,positive,unpredcitable
1601,Thanks!,positive,unpredcitable
1602,Carina - what's the format of the talks? I know ignite talks for example require 20 slides displayed for 20 seconds. Should we prepare slides for this event? Or spoken word only?,neutral,Q
1603,"The format of this is you have 5 minutes. You can do whatever you like with those 5 mins, slides or not, auto-advance or not. Most women make slides and advance them manually.",neutral,unpredcitable
1604,"great, thanks!",positive,unpredcitable
1605,"I would love to see what the other talks are going to be, beforehand!",neutral,unpredcitable
1606,"Thanks for the nudge, Liz.  Done :-)",positive,unpredcitable
1607,"We're looking forward to seeing you all on Thursday for lightning talks!  If you're planning to talk, please sign up at http://bit.ly/TLgiaW so we can hold a timeslot for you (and give you a nice intro to the audience). :-)

P.S. Does anyone have a video camera you can bring? Recordings of our previous talks have been very appreciated.  We'd love to do it again.",unpredcitable,Q
1608,Wish I could be there - but I'm in Austin!,negative,unpredcitable
1609,my SLR can record HD video but I've never used it to record a long event (not sure if it would fit on a 32GB SD). I'll bring it and you can use it if you don't find a real video cam before then.,negative,unpredcitable
1610,"Thanks, Michelle.  That sounds great. The talks are 5 minutes, so no worries about long event time.  If the SD fills, we'll improvise with a phone or something.",positive,unpredcitable
1611,"Women Who Code is for folks who identify as women, so no go.",neutral,unpredcitable
1612,Who's on the scheudule so far?,neutral,Q
1613,Merry Christmas to all of you. God bless you. I’m impressed to have met such a wonderful group of young talented intellectually gifted people. I felt welcome in the group and right at home. Thanks I look forward in joining you on the next event #Special greetings to Eva Sofianos great organizer,positive,unpredcitable
1614,"Amazing time. Lots of laughs, reconnected with a lot of people and met a lot of great people.",neutral,unpredcitable
