s.no,text,labelled_sentiment,stanford_sentiment,stanford_qa
4866,"Hehehe =} @SidyRM Pois é,Fazer o q né? O #Twitter Não #Vive Sem Miim ! Ou Sera o #Contrário ? Sei lá ... kkk =)",irrelevant,negative,Q
4867,@NahuN_Robles jajaja fregues de #TWITTER x'D,irrelevant,negative,unpredcitable
4868,@Giovanettinico Ojo que @JorgeHillcoat le esta metiendo con #Twitter .. Lo veo entusiasmado .. Faltaria @JokinImanol nada mas ..,irrelevant,negative,unpredcitable
4869,#Twitter off mii voii..!!,irrelevant,neutral,unpredcitable
4870,Lite para que sirve despues de todo si tengo a #Twitter,irrelevant,negative,unpredcitable
4871,VolviiendoO Ah #Twitter .! haha Diios Les Bendiiga,irrelevant,negative,unpredcitable
4872,Me encanta vacilar y ver tantas cosas en el #Twitter cada vez estoy mas #enamorado de este medio de comunicacion es #unico,irrelevant,negative,unpredcitable
4873,"@JorgeHillcoat Hola Jorge, todo bien ? Me alegro que le estes metiendo onda a #Twitter ! Mañana te cuento .. Me jodi el tobillo .. Abrazo !",irrelevant,negative,unpredcitable
4874,eo tenho a mania de entrar no #TWITTER  i respondeeer as coisas ki mi mandão kkkkkkkkkkkkk,irrelevant,negative,unpredcitable
4875,"Bueno,buenas noche.#twitter",irrelevant,neutral,unpredcitable
4876,Tengooo muchiisiimo sueño #twitter off ... :) descanseen!,irrelevant,negative,unpredcitable
4877,"Bom, vou fechar esse #Twitter, porque ele está roubando os meus assuntos ¬¬",irrelevant,negative,unpredcitable
4878,Policías asaltando a empresarios en plena luz del día? que falta? reggetoneros con cuentas de #Twitter? #nomamar,irrelevant,neutral,Q
4879,Saalee puee iaa me voi salee  #twitter asta mañana,irrelevant,negative,unpredcitable
4880,"jajajajaja PTM!! Gigo, si tuvieras #Twitter llegaría a poner todas las idioteces que dices jajajajaja #EpicWin!",irrelevant,negative,unpredcitable
4881,no entiendo como con lo ingenioso que soy en twitter tengo tan pocos followers. posta #demasiadoego #twitter #stevejobs,irrelevant,negative,unpredcitable
4882,Ninguem fala cmgo no #Twitter!,irrelevant,negative,unpredcitable
4883,"RT @sam1meta #Twitter: Rápido, contundente, y directo. 17 razones para usarlo http://t.co/itML0Lxq… @sam1meta #marketing #sm",irrelevant,negative,unpredcitable
4884,#Twitter  كل من ايدو الو,irrelevant,neutral,unpredcitable
4885,Saaindo aqq ;*   boa noite #twitter !,irrelevant,neutral,unpredcitable
4886,@Alx2495 jaja y entons que quieres que te explique del #Twitter ???,irrelevant,negative,unpredcitable
4887,@k_vanee hahaha entonces q espera para irse a dormir?? aja pero el vicio del #twitter le gana mas! hahaha uii no señito eso no se hace lol,irrelevant,negative,Q
4888,@Giiz_arg yo me quedare en #twitter,irrelevant,negative,unpredcitable
4889,@SteffiSavillon Hahaha aplicando el buen #Twitter para las buenas tiraderas!,irrelevant,negative,unpredcitable
4890,@Giiz_arg pero lo originales son los que ya tienen mas de un año con #twitter o algunos meses o que no?,irrelevant,negative,Q
4891,"@Elitotora Ajajaja!! Pero si avisé poh!! Acá en el #twitter, ademá q' te dije q' la iba a ver... xD",irrelevant,,
4892,"#Twitter: Rápido, contundente, y directo. 17 razones para usarlo http://t.co/m0NP3FCK @sam1meta #marketing #sm",irrelevant,negative,unpredcitable
4893,Agora vou tentar dormi Game Over #Twitter #Facebook,irrelevant,negative,unpredcitable
4894,pensando seriamente em excluir meu #twitter,irrelevant,neutral,unpredcitable
4895,C meus amigos do #Twitter a maioria do Brasil eu tenho dificuldade p um chat qdo trabalho se madrugada! #horariodeverao no!!!,irrelevant,negative,unpredcitable
4896,Puta pero da Wueba dormirse....Bueno mejor sigo en #Twitter..jejeje :),irrelevant,negative,unpredcitable
4897,@ArmiiBunbury :OO no sabia que tenias #twitter ;) followme & me das followback vale ;),irrelevant,negative,unpredcitable
4898,#BuenDia #Twitter Visite nuestra web y recomiendenos desde el boton tweet!,irrelevant,negative,unpredcitable
4899,"@itiinha_lais, é @EvelynJullyanne, segue de volta esse #Twitter, a gente ta fundando a Pastoral da Juventude e precisamos de ajuda! Segue bj",irrelevant,negative,unpredcitable
4900,"Michael Jackson Quiñonez, jugador de la Selección que está en los Panamericanos es ""TT"" tendencia mundial en #Twitter.",irrelevant,negative,unpredcitable
4901,Mee ustan sus besiitos x #twitter aw* es una princesiita!,irrelevant,negative,unpredcitable
4902,#Facebook esta asustado porque #twitter viene arrasando...,irrelevant,negative,unpredcitable
4903,Eres mil Veces mejor #Twitter :D,irrelevant,negative,unpredcitable
4904,@RiiickSilva A gente empolga nee com #Twitter #Rss,irrelevant,neutral,unpredcitable
4905,RT : TAXI ที่นั่งมา คนขับบอกเค้าเป็นเสื้อแดง ... แต่ด่าทักษิณ ... บอกว่าคนอุตส่าห์เลือก แต่พอน้ำท่วมแล้วหายหัว #twitter,irrelevant,negative,unpredcitable
4906,Mention #Twitter and get a Pittsburgh HVAC and Electrical systems Checkup for $129 Contact http://t.co/KI7JJulI,irrelevant,negative,unpredcitable
4907,"Los psicólogos se están quedando sin pacientes, el #twitter se los está robando..",irrelevant,negative,unpredcitable
4908,"Pobres losers los que ponen en FB esto no es #Twitter, ósea no comparen por favor...",irrelevant,negative,unpredcitable
4909,Fun in sun @intework this summer #twitter,irrelevant,positive,unpredcitable
4910,"de esa gente q acaba de leer el libro, vió una definición médica y la pone en #Twitter _ #wevatotal",irrelevant,neutral,unpredcitable
4911,todos en #twitter conmocionados con #SoyTuFan2daTemporada,irrelevant,negative,unpredcitable
4912,"Bueno y ya dejen ese ""trasteo masivo"" de frases de #twitter al #facebook ... CREATIVIDAD GENTE! . CREEAAATIIIVIIIDAAAD !",irrelevant,negative,unpredcitable
4913,"@sundaaay ja installera om appen så hoppas de räcker 

#Twitter / @twitter pleas fix the app! Can't se mentions! And DM:s",irrelevant,negative,unpredcitable
4914,"RT @HdzMarin1: Mi pasatiempo favorito hoy en día, es como ver hay personas bipolares, tanto en #Twitter como en la vida real...",irrelevant,negative,unpredcitable
4915,"Nossa, meu BG aqui no #Twitter está uma coisa pavorosa... preciso recortar essa foto de novo... meu rosto ficou todo deformado... hahaha",irrelevant,negative,unpredcitable
4916,"Me acabo de dar cuenta que he pasado el #tuit numero 1000!!! 
#Twitter",irrelevant,negative,unpredcitable
4917,"【#bot】相互フォロワー募集!
#followme #followmeJP #sougofollow #followdaibosyu #goen #followback #follow #sougo #daibosyu #twitter #time #japan",irrelevant,neutral,unpredcitable
4918,RT @JhonAlexGarciaA: MI NOVIA Y COSTUMBRE DE DEJARME DE SEGUIR EN #TWITTER JAJJAA,irrelevant,negative,unpredcitable
4919,"no tempo qe eu usava #twitter era bem melhor, fazia muitas amizades, hoje em dia #twitter serve apenas para falar bobeiras :s",irrelevant,negative,unpredcitable
4920,"Mi pasatiempo favorito hoy en día, es como ver hay personas bipolares, tanto en #Twitter como en la vida real...",irrelevant,negative,unpredcitable
4921,xau #twitter.,irrelevant,neutral,unpredcitable
4922,Con tanto estudio me olvide de #twitter,irrelevant,negative,unpredcitable
4923,MI NOVIA Y COSTUMBRE DE DEJARME DE SEGUIR EN #TWITTER JAJJAA,irrelevant,negative,unpredcitable
4924,RT @JaylaStarr: Sex Games http://t.co/5qtmLHJn #@JaylaStarr #@JCannonDSD #sex #Twitter #video,irrelevant,neutral,unpredcitable
4925,"@lorenbsas @telerinonline @VeroTurismo @elisafn @arielmun @matchpoint20 ah si! ya es hora, pero #Twitter me tienta tanto! me encanta!",irrelevant,negative,unpredcitable
4926,Sex Games http://t.co/5qtmLHJn #@JaylaStarr #@JCannonDSD #sex #Twitter #video,irrelevant,neutral,unpredcitable
4927,@Jerryfolio Bienvenido a #twitter,irrelevant,neutral,unpredcitable
4928,Bienvenida al mundo #twitter... Te quiero mucho Azucena!!! @Elidaandrea!!!,irrelevant,negative,unpredcitable
4929,@fitotorresm Camarada @EderCarmona01 si tiene #Twitter & veremos la pelicula si la encuentra XD,irrelevant,negative,unpredcitable
4930,#Twitter #Off :( Quizá mañana comenzaré a Twittear desde un movil..Mi nuevo Nokia X2-01!! :),irrelevant,negative,unpredcitable
4931,"Me acabo de dar cuenta que he pasado el #tuit numero 1000!!!
#Twitter",irrelevant,negative,unpredcitable
4932,"vo dorrmi bjuss ""#TWITTER",irrelevant,neutral,unpredcitable
4933,Chucha! me equivoque.... perdón cierto que #twitter es ATP,irrelevant,negative,unpredcitable
4934,Hay dias que tengo tanto q pensar y digo lo voy a poner en #twitter pero no tengo tiempo !,irrelevant,negative,unpredcitable
4935,Que bueno que hay gente que no te lee aqui en #twitter :D,irrelevant,negative,unpredcitable
4936,"el momento en el que me puedo desahogar, si efectividamente es en #twitter",irrelevant,negative,unpredcitable
4937,"""Não sou viciada em dorgas nem em alcool mais sou no #Twitter fato""",irrelevant,negative,unpredcitable
4938,#Twitter OFF! Duerman super rico! :D,irrelevant,neutral,unpredcitable
4939,Hoy no abri mi #twitter en todo el santo dia 5;,irrelevant,negative,unpredcitable
4940,aai galeraa do #twitter abraço para queem ficaa,irrelevant,negative,unpredcitable
4941,Es todo por hoy....#twitter off  =),irrelevant,negative,unpredcitable
4942,"@dialepimu Ya decía yo ""ésta nena escribe muy bn me imagino que debe tener un perfil en #twitter""",irrelevant,negative,unpredcitable
4943,El dia de hoy esta muy flojo el #Twitter qe pasaa DDDDDDDD: la apocalipsis ok no jaja,irrelevant,negative,unpredcitable
4944,(y) hipocritas! RT: si quieren pedirle algo a Dios oreeeen que el asi nos escucha... no que lo escriben por #facebook y #twitter -.-',irrelevant,negative,unpredcitable
4945,Es k algo le pasa a mi #twitter nada en lo que me taggean aparece ... Que sucede?,irrelevant,negative,Q
4946,RT @joe_joseff: De acuerdo a la encuesta hecha por mi la mayoría de mis amigos de #Facebook no saben utilizar #twitter xD #QueMensos,irrelevant,negative,unpredcitable
4947,@matheusdcb Me segue de volta Matheus ajeitei meu #twitter hj.,irrelevant,neutral,unpredcitable
4948,"No me puedo dormir, pero me quedo con mi mejor amigo... #TWITTER.",irrelevant,negative,unpredcitable
4949,Este #TWITTER se esta saturando mucho:@,irrelevant,neutral,unpredcitable
4950,"#TWITTER, minha salvação ... =D",irrelevant,neutral,unpredcitable
4951,meu #Twitter ta a coisa mais linda rs !!,irrelevant,negative,unpredcitable
4952,Graacias :D RT @RaHorajty051230 @JeMaZuCe buena pic de perfil de #twitter!!,irrelevant,neutral,unpredcitable
4953,De acuerdo a la encuesta hecha por mi la mayoría de mis amigos de #Facebook no saben utilizar #twitter xD #QueMensos,irrelevant,negative,unpredcitable
4954,jajajajaja la @mignonmc  contandome un secretoo ii x el #twitter jajajaja,irrelevant,negative,unpredcitable
4955,"#FB no es mi amigo, por eso mejor #Twitter , al menos ahorita",irrelevant,negative,unpredcitable
4956,"@CriistianZepeda oyendo musica, chat & en #TWITTER",irrelevant,negative,unpredcitable
4957,RT @MizzSpicey: #TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @Only1DeejayER &lt;&lt; oooh ...,irrelevant,neutral,unpredcitable
4958,#twitter se me hiso vicio,irrelevant,negative,unpredcitable
4959,RT @Daniel_Evilla: ese poco de pensamientos y frases de manes en #twitter... son pura pendejadas me imagino que no cumplen con ninguno.,irrelevant,negative,unpredcitable
4960,"RT @_MARCELOMENDES: Sigam no #Twitter, vale muito legal! www.twitter.com/TREINANDOLIDER",irrelevant,negative,unpredcitable
4961,Ya el #twitter como que me esta dejando de parecer divertido...,irrelevant,negative,unpredcitable
4962,"o #twitter pedi : no que esta pensando agora ? se fosse pra mim só falar isso, iria ficar escrevendo o dia inteiro milena, milena! @mi_qw s2",irrelevant,negative,unpredcitable
4963,#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @Only1DeejayER &lt;&lt; oooh DAMN nice pic!!! #Ladies,irrelevant,positive,unpredcitable
4964,@marthaubaque1 Que bacano hermanita que estés en la honda del #Twitter  :),irrelevant,neutral,unpredcitable
4965,Meu #Deus ilumine aqueles que eu amo: @mayaraangelica @andreeybaltieri @Amandafl_ e o @FabrcioCamargo os meus amigos d #TWITTER :),irrelevant,negative,unpredcitable
4966,mm but yeo .. #twitter .. free up @_tashaaiWESTEND ! free up @_tashaaiWESTEND ! free up @_tashaaiWESTEND !,irrelevant,negative,unpredcitable
4967,ese poco de pensamientos y frases de manes en #twitter... son pura pendejadas me imagino que no cumplen con ninguno.,irrelevant,negative,unpredcitable
4968,@danielpulido03 Con el tiempo querido amigo entenderas pronto aprenderas... alabado sea #twitter el diario de #personasinviables :D,irrelevant,negative,unpredcitable
4969,"[aa] , suavi bando de cornos & cornas , nun desejo boa noitte pra min , uma maldição pra voçs viciados en #Twitter , haha ++",irrelevant,negative,unpredcitable
4970,"@nachogoano  tiene 146692 seguidores, a la masividad de #twitter es sorprendente.",irrelevant,neutral,unpredcitable
4971,tengo q ir a dormir pero no qiero xD #Twitter =D,irrelevant,negative,unpredcitable
4972,Juelaa de verdd qe si me ahce fata #twitter,irrelevant,negative,unpredcitable
4973,@PorzelinCako jaja yo tmb esoy como @maffer_rdz como no tengo ni perro ps minimo #Twitter jaja,irrelevant,negative,unpredcitable
4974,y ustedes se ga ga ga ga cuando el mago les manda por #Twitter,irrelevant,negative,unpredcitable
4975,@NaniRicciHitch Mais oooh! Je #Joke comme on dit sur #twitter -___-' On papote demain! :) Bises,irrelevant,negative,unpredcitable
4976,#Twitter esta loco!,irrelevant,neutral,unpredcitable
4977,A Dormir.! #Twitter OFF,irrelevant,neutral,unpredcitable
4978,"Tengo que bancar propaganda de política en la calle, en la radio, la tele, panfletos en mi casa... ahora en #Twitter también? no rompan!!",irrelevant,unpredcitable,Q
4979,Me voy a dormir... Goodnight #twitter,irrelevant,neutral,unpredcitable
4980,@mnoo_ana @g6wa1998 Etha Nim. w blyala tbon #twitter :p,irrelevant,negative,unpredcitable
4981,QUE VIDEO FACEBOOK CON LA OPCION DE VIDEOLLAMADA LE MONTARON LA COMPETENCIA A #MSN #SKYPE  #TWITTER ES ORIGINAL TIENE #TWICAM ;),irrelevant,negative,unpredcitable
4982,@YasserDVM jaja ya vez una qe es ineligene y estudia en #Twitter jajaj ntc,irrelevant,neutral,unpredcitable
4983,@maffkilleritta #twitter se puso de nena y no me dejaba contestar,irrelevant,negative,unpredcitable
4984,ツイッター検索 #minsyu - モバイル版 http://t.co/EsyvJ7Q7 #twitter #検索結果,irrelevant,neutral,unpredcitable
4985,Ya chao #twitter !,irrelevant,neutral,unpredcitable
4986,Ya Me voy Adios! #twitter por que esta muy Fome :S,irrelevant,negative,unpredcitable
4987,Hasta mañana #Twitter,irrelevant,neutral,unpredcitable
4988,ô negocio parado aqui tá o #msn e o #twitter,irrelevant,negative,unpredcitable
4989,Maldito seas por siempre #twitter,irrelevant,neutral,unpredcitable
4990,なにやらフォロー制限に引っ掛かったようです…もっとフォロアーを増やさなくちゃ♪　#followme #followmejp #follow #フォロー #japan #日本　#twitter　,irrelevant,neutral,unpredcitable
4991,"Foto nova aqui no #Twitter. Essa ficou melhor.... rs
#Adoro esse blazer. Preciso comprar um... #CTX arrazando nas roupas que eu visto no pgm",irrelevant,negative,unpredcitable
4992,#twitter #detik Ali Imron dan Imam Samudra Survei Paddys Pub http://t.co/otUl1ujQ,irrelevant,negative,unpredcitable
4993,#twitter #detik Ketua Dewan Adat Papua Jadi Tersangka Kasus Makar http://t.co/Jzqi1JUI,irrelevant,negative,unpredcitable
4994,"#twitter #detik Ada Ledakan, TransJ Pinang Ranti-Pluit Tetap Beroperasi http://t.co/is9X23JR",irrelevant,negative,unpredcitable
4995,"#twitter #detik SBY Bertemu PM Malaysia di Lombok - Setelah meresmikan Bandara Internasional Lombok, Presiden SBY me... http://t.co/h8PI2sjX",irrelevant,negative,unpredcitable
4996,#twitter #detik Tak Ada Api di TransJ yang Meledak di SPBG Pinang Ranti http://t.co/OTIJLXp7,irrelevant,negative,unpredcitable
4997,RT @edwin_ubaque: Hola @marthaubaque bienvenia a #twitter,irrelevant,neutral,unpredcitable
4998,"Seremos pelotudos, pero somos una bocha #Twitter",irrelevant,negative,unpredcitable
4999,"Hace cuanto que no me conecto al msn, ya no le doy tanta bola al facebook, y todo por tu culpa #twitter",irrelevant,negative,unpredcitable
5000,tenho que ir dormir mais o #twitter naum deixa :S,irrelevant,negative,unpredcitable
5001,#TeamFollowBack #iFollowBack #InstantFollowBack #Follow4Follow #network #tlow #twitter,irrelevant,neutral,unpredcitable
5002,RT @anfisabreus Как настроить кросспостинг комментариев с блога на Твиттер http://t.co/6DLxWIlU #twitter,irrelevant,negative,unpredcitable
5003,Hoy definitivamente noche para la risa en #twitter,irrelevant,negative,unpredcitable
5004,Me voy un rato del #twitter y todo lo que me entero al volver ¬¬!...,irrelevant,negative,unpredcitable
5005,#twitter sos un vicioooooo,irrelevant,neutral,unpredcitable
5006,Bonjour #twitter,irrelevant,neutral,unpredcitable
5007,El #twitter ha cambiado mi vida!,irrelevant,neutral,unpredcitable
